,chapter,paragraph
1490,17,"“There are always a lot of young ones,” explained Wendy, who was now quite an authority, “because you see when a new baby laughs for the first time a new fairy is born, and as there are always new babies there are always new fairies. They live in nests on the tops of trees; and the mauve ones are boys and the white ones are girls, and the blue ones are just little sillies who are not sure what they are.”"
1491,17,"“I shall have such fun,” said Peter, with eye on Wendy."
1492,17,"“It will be rather lonely in the evening,” she said, “sitting by the fire.”"
1493,17,“I shall have Tink.”
1494,17,"“Tink can’t go a twentieth part of the way round,” she reminded him a little tartly."
1495,17,“Sneaky tell-tale!” Tink called out from somewhere round the corner.
1496,17,"“It doesn’t matter,” Peter said."
1497,17,"“O Peter, you know it matters.”"
1498,17,"“Well, then, come with me to the little house.”"
1499,17,"“May I, mummy?”"
1500,17,"“Certainly not. I have got you home again, and I mean to keep you.”"
1501,17,“But he does so need a mother.”
1502,17,"“So do you, my love.”"
1503,17,"“Oh, all right,” Peter said, as if he had asked her from politeness merely; but Mrs. Darling saw his mouth twitch, and she made this handsome offer: to let Wendy go to him for a week every year to do his spring cleaning. Wendy would have preferred a more permanent arrangement; and it seemed to her that spring would be long in coming; but this promise sent Peter away quite gay again. He had no sense of time, and was so full of adventures that all I have told you about him is only a halfpenny-worth of them. I suppose it was because Wendy knew this that her last words to him were these rather plaintive ones:"
1504,17,"“You won’t forget me, Peter, will you, before spring cleaning time comes?”"
1505,17,"Of course Peter promised; and then he flew away. He took Mrs. Darling’s kiss with him. The kiss that had been for no one else, Peter took quite easily. Funny. But she seemed satisfied."
1506,17,"Of course all the boys went to school; and most of them got into Class III, but Slightly was put first into Class IV and then into Class V. Class I is the top class. Before they had attended school a week they saw what goats they had been not to remain on the island; but it was too late now, and soon they settled down to being as ordinary as you or me or Jenkins minor. It is sad to have to say that the power to fly gradually left them. At first Nana tied their feet to the bed-posts so that they should not fly away in the night; and one of their diversions by day was to pretend to fall off buses; but by and by they ceased to tug at their bonds in bed, and found that they hurt themselves when they let go of the bus. In time they could not even fly after their hats. Want of practice, they called it; but what it really meant was that they no longer believed."
1507,17,"Michael believed longer than the other boys, though they jeered at him; so he was with Wendy when Peter came for her at the end of the first year. She flew away with Peter in the frock she had woven from leaves and berries in the Neverland, and her one fear was that he might notice how short it had become; but he never noticed, he had so much to say about himself."
1508,17,"She had looked forward to thrilling talks with him about old times, but new adventures had crowded the old ones from his mind."
1509,17,“Who is Captain Hook?” he asked with interest when she spoke of the arch enemy.
1510,17,"“Don’t you remember,” she asked, amazed, “how you killed him and saved all our lives?”"
1511,17,"“I forget them after I kill them,” he replied carelessly."
1512,17,"When she expressed a doubtful hope that Tinker Bell would be glad to see her he said, “Who is Tinker Bell?”"
1513,17,"“O Peter,” she said, shocked; but even when she explained he could not remember."
1514,17,"“There are such a lot of them,” he said. “I expect she is no more.”"
1515,17,"I expect he was right, for fairies don’t live long, but they are so little that a short time seems a good while to them."
1516,17,"Wendy was pained too to find that the past year was but as yesterday to Peter; it had seemed such a long year of waiting to her. But he was exactly as fascinating as ever, and they had a lovely spring cleaning in the little house on the tree tops."
1517,17,Next year he did not come for her. She waited in a new frock because the old one simply would not meet; but he never came.
1518,17,"“Perhaps he is ill,” Michael said."
1519,17,“You know he is never ill.”
1520,17,"Michael came close to her and whispered, with a shiver, “Perhaps there is no such person, Wendy!” and then Wendy would have cried if Michael had not been crying."
1521,17,Peter came next spring cleaning; and the strange thing was that he never knew he had missed a year.
1522,17,"That was the last time the girl Wendy ever saw him. For a little longer she tried for his sake not to have growing pains; and she felt she was untrue to him when she got a prize for general knowledge. But the years came and went without bringing the careless boy; and when they met again Wendy was a married woman, and Peter was no more to her than a little dust in the box in which she had kept her toys. Wendy was grown up. You need not be sorry for her. She was one of the kind that likes to grow up. In the end she grew up of her own free will a day quicker than other girls."
