,Index,Chapter,Content,Event,ESummary,EImportance,ERole,CTag,CText,Character,Location,LocationType,Time,SentimentScore,SentimentMagnitude
1988,1988,15,"I bet you'll think twice about breaking a school rule again, won't you, eh?' he said, leering at them. 'Oh yes... hard work and pain are the best teachers if you ask me.... It's just a pity they let the old punishments die out... hang you by your wrists from the ceiling for a few days, I've got the chains still in my office, keep 'em well oiled in case they're ever needed.... Right, off we go, and don't think of running off, now, it'll be worse for you if you do.'",Detention in the Forbidden Forest,"Harry, Hermione, Neville, and Malfoy are taken into the Forbidden Forest as part of their detention, where they encounter potentially dangerous situations, indicating the gravity of their earlier misdeeds.",6.0,Turning Point,,,,grounds,EXT,night,-0.30000001192092896,['maagnitude']
1989,1989,15,"They marched off across the dark grounds. Neville kept sniffing. Harry wondered what their punishment was going to be. It must be something really horrible, or Filch wouldn't be sounding so delighted.",Detention in the Forbidden Forest,"Harry, Hermione, Neville, and Malfoy are taken into the Forbidden Forest as part of their detention, where they encounter potentially dangerous situations, indicating the gravity of their earlier misdeeds.",6.0,Turning Point,,,,grounds,EXT,night,-0.30000001192092896,['maagnitude']
1990,1990,15,"The moon was bright, but clouds scudding across it kept throwing them into darkness. Ahead, Harry could see the lighted windows of Hagrid's hut. Then they heard a distant shout.",Detention in the Forbidden Forest,"Harry, Hermione, Neville, and Malfoy are taken into the Forbidden Forest as part of their detention, where they encounter potentially dangerous situations, indicating the gravity of their earlier misdeeds.",6.0,Turning Point,,,,grounds,EXT,night,-0.20000000298023224,['maagnitude']
1991,1991,15,"'Is that you, Filch? Hurry up, I want ter get started.'",Detention in the Forbidden Forest,"Harry, Hermione, Neville, and Malfoy are taken into the Forbidden Forest as part of their detention, where they encounter potentially dangerous situations, indicating the gravity of their earlier misdeeds.",6.0,Turning Point,,,,grounds,EXT,night,0.0,['maagnitude']
1992,1992,15,"Harry's heart rose; if they were going to be working with Hagrid it wouldn't be so bad. His relief must have showed in his -face, because Filch said, 'I suppose you think you'll be enjoying yourself with that oaf? Well, think again, boy -- it's into the forest you're going and I'm much mistaken if you'll all come out in one piece.' At this, Neville let out a little moan, and Malfoy stopped dead in his tracks.",Detention in the Forbidden Forest,"Harry, Hermione, Neville, and Malfoy are taken into the Forbidden Forest as part of their detention, where they encounter potentially dangerous situations, indicating the gravity of their earlier misdeeds.",6.0,Turning Point,,,,grounds,EXT,night,-0.30000001192092896,['maagnitude']
1993,1993,15,"'The forest?' he repeated, and he didn't sound quite as cool as usual. 'We can't go in there at night -- there's all sorts of things in there -- werewolves, I heard.' Neville clutched the sleeve of Harry's robe and made a choking noise.",Detention in the Forbidden Forest,"Harry, Hermione, Neville, and Malfoy are taken into the Forbidden Forest as part of their detention, where they encounter potentially dangerous situations, indicating the gravity of their earlier misdeeds.",6.0,Turning Point,,,,grounds,EXT,night,-0.4000000059604645,['maagnitude']
1994,1994,15,"'That's your problem, isn't it?' said Filch, his voice cracking with glee. 'Should've thought of them werewolves before you got in trouble, shouldn't you?'",Detention in the Forbidden Forest,"Harry, Hermione, Neville, and Malfoy are taken into the Forbidden Forest as part of their detention, where they encounter potentially dangerous situations, indicating the gravity of their earlier misdeeds.",6.0,Turning Point,,,,grounds,EXT,night,-0.6000000238418579,['maagnitude']
1995,1995,15,"Hagrid came striding toward them out of the dark, Fang at his heel. He was carrying his large crossbow, and a quiver of arrows hung over his shoulder.",Detention in the Forbidden Forest,"Harry, Hermione, Neville, and Malfoy are taken into the Forbidden Forest as part of their detention, where they encounter potentially dangerous situations, indicating the gravity of their earlier misdeeds.",6.0,Turning Point,Action,Hagrid appears to lead the students out for their detention.,Rubeus Hagrid,grounds,EXT,night,-0.4000000059604645,['maagnitude']
1996,1996,15,"'Abou' time,' he said. 'I bin waitin' fer half an hour already. All right, Harry, Hermione?' 'I shouldn't be too friendly to them, Hagrid,' said Filch coldly, they're here to be punished, after all.'",Detention in the Forbidden Forest,"Harry, Hermione, Neville, and Malfoy are taken into the Forbidden Forest as part of their detention, where they encounter potentially dangerous situations, indicating the gravity of their earlier misdeeds.",6.0,Turning Point,,,,grounds,EXT,night,-0.30000001192092896,['maagnitude']
1997,1997,15,"'That's why yer late, is it?' said Hagrid, frowning at Filch. 'Bin lecturin' them, eh? 'Snot your place ter do that. Yeh've done yer bit, I'll take over from here.'",Detention in the Forbidden Forest,"Harry, Hermione, Neville, and Malfoy are taken into the Forbidden Forest as part of their detention, where they encounter potentially dangerous situations, indicating the gravity of their earlier misdeeds.",6.0,Turning Point,,,,grounds,EXT,night,-0.20000000298023224,['maagnitude']
1998,1998,15,"'I'll be back at dawn,' said Filch, 'for what's left of them,' he added nastily, and he turned and started back toward the castle, his lamp bobbing away in the darkness.",Detention in the Forbidden Forest,"Harry, Hermione, Neville, and Malfoy are taken into the Forbidden Forest as part of their detention, where they encounter potentially dangerous situations, indicating the gravity of their earlier misdeeds.",6.0,Turning Point,,,,grounds,EXT,night,0.0,['maagnitude']
1999,1999,15,Malfoy now turned to Hagrid.,Detention in the Forbidden Forest,"Harry, Hermione, Neville, and Malfoy are taken into the Forbidden Forest as part of their detention, where they encounter potentially dangerous situations, indicating the gravity of their earlier misdeeds.",6.0,Turning Point,,,,grounds,EXT,night,-0.6000000238418579,['maagnitude']
2000,2000,15,"'I'm not going in that forest, he said, and Harry was pleased to hear the note of panic in his voice.",Detention in the Forbidden Forest,"Harry, Hermione, Neville, and Malfoy are taken into the Forbidden Forest as part of their detention, where they encounter potentially dangerous situations, indicating the gravity of their earlier misdeeds.",6.0,Turning Point,Action,Hagrid insists that Malfoy and the others enter the Forbidden Forest.,Rubeus Hagrid,grounds,EXT,night,0.30000001192092896,['maagnitude']
2001,2001,15,"'Yeh are if yeh want ter stay at Hogwarts,' said Hagrid fiercely. 'Yeh've done wrong an' now yehve got ter pay fer it.'",Detention in the Forbidden Forest,"Harry, Hermione, Neville, and Malfoy are taken into the Forbidden Forest as part of their detention, where they encounter potentially dangerous situations, indicating the gravity of their earlier misdeeds.",6.0,Turning Point,Action,Malfoy protests about entering the Forbidden Forest.,Draco Malfoy,grounds,EXT,night,-0.5,['maagnitude']
2002,2002,15,"'But this is servant stuff, it's not for students to do. I thought we'd be copying lines or something, if my father knew I was doing this, he'd",Detention in the Forbidden Forest,"Harry, Hermione, Neville, and Malfoy are taken into the Forbidden Forest as part of their detention, where they encounter potentially dangerous situations, indicating the gravity of their earlier misdeeds.",6.0,Turning Point,,,,grounds,EXT,night,-0.4000000059604645,['maagnitude']
2003,2003,15,"tell yer that's how it is at Hogwarts,' Hagrid growled. 'Copyin' lines! What good's that ter anyone? Yeh'll do summat useful or Yeh'll get out. If yeh think yer father'd rather you were expelled, then get back off ter the castle an' pack. Go on''",,,,,,,,grounds,EXT,night,-0.10000000149011612,['maagnitude']
2004,2004,15,"Malfoy didn't move. He looked at Hagrid furiously, but then dropped his gaze.",,,,,,,,grounds,EXT,night,-0.5,['maagnitude']
2005,2005,15,"'Right then,' said Hagrid, 'now, listen carefully, 'cause it's dangerous what we're gonna do tonight, an' I don' want no one takin' risks. Follow me over here a moment.'",,,,,,,,grounds,EXT,night,-0.20000000298023224,['maagnitude']
2006,2006,15,"He led them to the very edge of the forest. Holding his lamp up high, he pointed down a narrow, winding earth track that disappeared into the thick black trees. A light breeze lifted their hair as they looked into the forest.",,,,,,,,grounds,EXT,night,0.4000000059604645,['maagnitude']
2007,2007,15,"'Look there,' said Hagrid, 'see that stuff shinin' on the ground? Silvery stuff? That's unicorn blood. There's a unicorn in there bin hurt badly by summat. This is the second time in a week. I found one dead last Wednesday. We're gonna try an' find the poor thing. We might have ter put it out of its misery.'",,,,,,,,grounds,EXT,night,-0.30000001192092896,['maagnitude']
2008,2008,15,"'And what if whatever hurt the unicorn finds us first?' said Malfoy, unable to keep the fear out of his voice.",,,,,,,,grounds,EXT,night,-0.4000000059604645,['maagnitude']
2009,2009,15,"'There's nothin' that lives in the forest that'll hurt yeh if yer with me or Fang,' said Hagrid. 'An' keep ter the path. Right, now, we're gonna split inter two parties an' follow the trail in diff'rent directions. There's blood all over the place, it must've bin staggerin' around since last night at least.' 'I want Fang,' said Malfoy quickly, looking at Fang's long teeth. 'All right, but I warn yeh, he's a coward,' said Hagrid. ' So me, Harry, an' Hermione'll go one way an' Draco, Neville, an' Fang'll go the other. Now, if any of us finds the unicorn, we'll send up green sparks, right? Get yer wands out an' practice now -- that's it -- an' if anyone gets in trouble, send up red sparks, an' we'll all come an' find yeh -- so, be careful -- let's go.'",,,,,,,,grounds,EXT,night,-0.10000000149011612,['maagnitude']
2010,2010,15,"The forest was black and silent. A little way into it they reached a fork in the earth path, and Harry, Hermione, and Hagrid took the left path while Malfoy, Neville, and Fang took the right.",,,,,Action,"During the search for the unicorn, Malfoy expresses fear at encountering danger.",Draco Malfoy,grounds,EXT,night,0.30000001192092896,['maagnitude']
