,_Index,Chapter,Content,Word_Count,Text_Length,Location,LocationType,Time,Event,ESummary,EImportance,CTag,CText,Character,ERole,reduce_distance,reduce_distance_stack,x_reduce,y_reduce,cluster
710,710,11,"“I can’t go no lower,” said the Hatter: “I’m on the floor, as it is.”",15,69,court,INT,day,Chaos in the courtroom,"As the trial progresses, the court descends into chaos with interruptions, absurd testimonies, and the King’s nonsensical orders, illustrating the farcical nature of the proceedings.",6.0,,,,Resolution,0.05974395200610161,44.57956536090933,-1.0107344,0.75346035,83
711,711,11,"“Then you may _sit_ down,” the King replied.",8,44,court,INT,day,Chaos in the courtroom,"As the trial progresses, the court descends into chaos with interruptions, absurd testimonies, and the King’s nonsensical orders, illustrating the farcical nature of the proceedings.",6.0,,,,Resolution,0.035854123532772064,44.6154194844421,-1.002774,0.7884196,83
712,712,11,"Here the other guinea-pig cheered, and was suppressed.",8,54,court,INT,day,Chaos in the courtroom,"As the trial progresses, the court descends into chaos with interruptions, absurd testimonies, and the King’s nonsensical orders, illustrating the farcical nature of the proceedings.",6.0,,,,Resolution,0.04285767301917076,44.65827715746127,-0.9611447,0.77823234,83
713,713,11,"“Come, that finished the guinea-pigs!” thought Alice. “Now we shall get on better.”",13,83,court,INT,day,Chaos in the courtroom,"As the trial progresses, the court descends into chaos with interruptions, absurd testimonies, and the King’s nonsensical orders, illustrating the farcical nature of the proceedings.",6.0,,,,Resolution,0.0482090599834919,44.70648621744476,-1.0091987,0.7743686,83
714,714,11,"“I’d rather finish my tea,” said the Hatter, with an anxious look at the Queen, who was reading the list of singers.",22,116,court,INT,day,,,,,,,,0.0707964301109314,44.777282647555694,-0.99074095,0.8427166,83
715,715,11,"“You may go,” said the King, and the Hatter hurriedly left the court, without even waiting to put his shoes on.",21,111,court,INT,day,,,,,,,,0.04614134132862091,44.823423988884315,-1.0368806,0.84311104,83
716,716,11,"“—and just take his head off outside,” the Queen added to one of the officers: but the Hatter was out of sight before the officer could get to the door.",30,152,court,INT,day,,,,,,,,0.08670434355735779,44.91012833244167,-1.0551776,0.75835925,83
717,717,11,“Call the next witness!” said the King.,7,39,court,INT,day,,,,,,,,0.05419095978140831,44.96431929222308,-1.1093376,0.7565277,83
718,718,11,"The next witness was the Duchess’s cook. She carried the pepper-box in her hand, and Alice guessed who it was, even before she got into the court, by the way the people near the door began sneezing all at once.",40,210,court,INT,day,The Cook's Testimony,"The Duchess's cook is called as the next witness and refuses to answer questions. Chaos ensues as the Queen demands the Dormouse be punished, showcasing the arbitrary cruelty within the court.",7.0,Action,The cook entered the court carrying a pepper-box.,Duchess’s Cook,Climax,0.03685079514980316,45.001170087372884,-1.0807956,0.7332181,83
719,719,11,"“Give your evidence,” said the King.",6,36,court,INT,day,The Cook's Testimony,"The Duchess's cook is called as the next witness and refuses to answer questions. Chaos ensues as the Queen demands the Dormouse be punished, showcasing the arbitrary cruelty within the court.",7.0,,,,Climax,0.051519621163606644,45.05268970853649,-1.1322874,0.73152333,83
720,720,11,"“Shan’t,” said the cook.",4,24,court,INT,day,The Cook's Testimony,"The Duchess's cook is called as the next witness and refuses to answer questions. Chaos ensues as the Queen demands the Dormouse be punished, showcasing the arbitrary cruelty within the court.",7.0,Statement,The cook refused to give evidence when asked by the King.,Duchess’s Cook,Climax,0.02664833888411522,45.079338047420606,-1.121594,0.70711464,83
721,721,11,"The King looked anxiously at the White Rabbit, who said in a low voice, “Your Majesty must cross-examine _this_ witness.”",20,121,court,INT,day,The Cook's Testimony,"The Duchess's cook is called as the next witness and refuses to answer questions. Chaos ensues as the Queen demands the Dormouse be punished, showcasing the arbitrary cruelty within the court.",7.0,,,,Climax,0.13284161686897278,45.21217966428958,-1.004538,0.7699224,84
722,722,11,"“Well, if I must, I must,” the King said, with a melancholy air, and, after folding his arms and frowning at the cook till his eyes were nearly out of sight, he said in a deep voice, “What are tarts made of?”",42,208,court,INT,day,The Cook's Testimony,"The Duchess's cook is called as the next witness and refuses to answer questions. Chaos ensues as the Queen demands the Dormouse be punished, showcasing the arbitrary cruelty within the court.",7.0,,,,Climax,0.05004448443651199,45.26222414872609,-0.9555088,0.7799516,84
723,723,11,"“Pepper, mostly,” said the cook.",5,32,court,INT,day,The Cook's Testimony,"The Duchess's cook is called as the next witness and refuses to answer questions. Chaos ensues as the Queen demands the Dormouse be punished, showcasing the arbitrary cruelty within the court.",7.0,,,,Climax,0.0577155277132988,45.31993967643939,-0.9313337,0.83236,84
724,724,11,"“Treacle,” said a sleepy voice behind her.",7,42,court,INT,day,The Cook's Testimony,"The Duchess's cook is called as the next witness and refuses to answer questions. Chaos ensues as the Queen demands the Dormouse be punished, showcasing the arbitrary cruelty within the court.",7.0,,,,Climax,0.09177689999341965,45.41171657643281,-0.8737093,0.9037913,84
725,725,11,"“Collar that Dormouse,” the Queen shrieked out. “Behead that Dormouse! Turn that Dormouse out of court! Suppress him! Pinch him! Off with his whiskers!”",24,152,court,INT,day,The Cook's Testimony,"The Duchess's cook is called as the next witness and refuses to answer questions. Chaos ensues as the Queen demands the Dormouse be punished, showcasing the arbitrary cruelty within the court.",7.0,,,,Climax,0.05944240465760231,45.47115898109041,-0.8381451,0.95142096,84
726,726,11,"For some minutes the whole court was in confusion, getting the Dormouse turned out, and, by the time they had settled down again, the cook had disappeared.",27,155,court,INT,day,The Cook's Testimony,"The Duchess's cook is called as the next witness and refuses to answer questions. Chaos ensues as the Queen demands the Dormouse be punished, showcasing the arbitrary cruelty within the court.",7.0,Action,The Queen commanded to behead the Dormouse.,Queen of Hearts,Climax,0.01594221033155918,45.48710119142197,-0.8256265,0.94154984,84
727,727,11,"“Never mind!” said the King, with an air of great relief. “Call the next witness.” And he added in an undertone to the Queen, “Really, my dear, _you_ must cross-examine the next witness. It quite makes my forehead ache!”",39,220,court,INT,day,,,,,,,,0.058806322515010834,45.54590751393698,-0.88430554,0.9454168,84
728,728,11,"Alice watched the White Rabbit as he fumbled over the list, feeling very curious to see what the next witness would be like, “—for they haven’t got much evidence _yet_,” she said to herself. Imagine her surprise, when the White Rabbit read out, at the top of his shrill little voice, the name “Alice!”",54,301,court,INT,day,Alice is Called as a Witness,"To Alice's surprise, her name is read as the next witness. This event marks a significant shift in the narrative as she is drawn directly into the absurdity of the trial.",6.0,,,,Turning Point,0.0921289324760437,45.638036446413025,-0.9295295,0.8651514,84
729,729,12,CHAPTER XII. Alice’s Evidence,4,29,,,,,,,,,,,0.06880533695220947,45.706841783365235,-0.99534506,0.88521343,84
730,730,12,"“Here!” cried Alice, quite forgetting in the flurry of the moment how large she had grown in the last few minutes, and she jumped up in such a hurry that she tipped over the jury-box with the edge of her skirt, upsetting all the jurymen on to the heads of the crowd below, and there they lay sprawling about, reminding her very much of a globe of goldfish she had accidentally upset the week before.",75,399,court,INT,day,Alice tips over the jury-box,"In a hurry, Alice accidentally knocks over the jury-box, causing the jurymen to fall out and creating chaos in the courtroom, which sets a humorous tone for the trial.",6.0,Action,Alice jumps up and accidentally tips over the jury-box.,Alice,Inciting Incident,0.01251286081969738,45.71935464418493,-0.9850091,0.89226604,84
731,731,12,"“Oh, I _beg_ your pardon!” she exclaimed in a tone of great dismay, and began picking them up again as quickly as she could, for the accident of the goldfish kept running in her head, and she had a vague sort of idea that they must be collected at once and put back into the jury-box, or they would die.",60,303,court,INT,day,Alice apologizes and attempts to fix the jury,"Feeling responsible, Alice tries to pick the jurymen up and put them back in order, reflecting her concern and introducing her growing sense of responsibility despite her confusion.",5.0,Action,Alice apologizes and starts picking up the jurymen.,Alice,Setup,0.05140309780836105,45.77075774199329,-1.035144,0.90361375,84
732,732,12,"“The trial cannot proceed,” said the King in a very grave voice, “until all the jurymen are back in their proper places—_all_,” he repeated with great emphasis, looking hard at Alice as he said so.",35,197,court,INT,day,The King’s ruling,"The King declares that the trial cannot proceed until all jurymen are back in their places, emphasizing the urgency of the situation.",5.0,Statement,The King insists that the trial cannot proceed without all jurymen.,King,Setup,0.08084014803171158,45.851597890025005,-1.11323,0.9245351,84
733,733,12,"Alice looked at the jury-box, and saw that, in her haste, she had put the Lizard in head downwards, and the poor little thing was waving its tail about in a melancholy way, being quite unable to move. She soon got it out again, and put it right; “not that it signifies much,” she said to herself; “I should think it would be _quite_ as much use in the trial one way up as the other.”",76,383,court,INT,day,Alice tips over the jury-box,"In a moment of excitement, Alice accidentally tips over the jury-box, causing the jurymen to fall out and sprawl onto the crowd below, reminiscent of a goldfish accident she had experienced previously.",6.0,,,,Inciting Incident,0.0548468753695488,45.90644476539455,-1.1341845,0.8738489,84
734,734,12,"As soon as the jury had a little recovered from the shock of being upset, and their slates and pencils had been found and handed back to them, they set to work very diligently to write out a history of the accident, all except the Lizard, who seemed too much overcome to do anything but sit with its mouth open, gazing up into the roof of the court.",68,349,court,INT,day,Alice tips over the jury-box,"In a moment of excitement, Alice accidentally tips over the jury-box, causing the jurymen to fall out and sprawl onto the crowd below, reminiscent of a goldfish accident she had experienced previously.",6.0,Action,"Bill, the Lizard, sits in a melancholy state after being tipped over.",Lizard (Bill),Inciting Incident,0.06925895810127258,45.975703723495826,-1.1991297,0.8979097,84
